affile,score,hom,prob
AF-A0A3Q0KLJ9-F1-model_v4,7.72,1236,0.343
AF-A0A5K4F8E7-F1-model_v4,6.36,1236,0.267
AF-A0A5K4ENN1-F1-model_v4,8.29,1236,0.376
AF-A0A5K4EVZ0-F1-model_v4,12.41,1236,0.565
AF-A0A5K4F1M3-F1-model_v4,3.27,1236,0.09
AF-A0A3Q0KD31-F1-model_v4,5.03,1236,0.189
AF-A0A3Q0KGB5-F1-model_v4,29.26,1236,0.895
AF-A0A5K4F2U7-F1-model_v4,21.09,1236,0.804
AF-A0A3Q0KMC9-F1-model_v4,17.23,1237,0.721
AF-G4VK53-F1-model_v4,8.29,1238,0.376
AF-G4VMJ5-F1-model_v4,2.68,1238,0.064
AF-A0A5K4EZN6-F1-model_v4,28.17,1238,0.888
AF-Q26551-F1-model_v4,5.33,1238,0.207
AF-A0A5K4F6A1-F1-model_v4,6.88,1240,0.296
AF-A0A3Q0KRW5-F1-model_v4,6.46,1240,0.273
AF-A0A5K4ERK2-F1-model_v4,22.02,1241,0.821
AF-A0A3Q0KN50-F1-model_v4,16.9,1241,0.712
AF-A0A5K4F3V7-F1-model_v4,17.24,1242,0.721
AF-A0A3Q0KNH7-F1-model_v4,7.27,1242,0.318
AF-G4VD59-F1-model_v4,4.46,1242,0.156
AF-G4LZB3-F1-model_v4,4.66,1242,0.167
AF-A0A5K4F2Z4-F1-model_v4,1.9,1243,0.032
AF-A0A3Q0KMX8-F1-model_v4,12.51,1243,0.569
AF-A0A3Q0KPT6-F1-model_v4,45.14,1243,0.958
AF-G4VMJ9-F1-model_v4,8.92,1244,0.41
AF-G4LZ80-F1-model_v4,2.49,1245,0.056
AF-A0A3Q0KJB6-F1-model_v4,20.29,1245,0.791
AF-A0A5K4FGR0-F1-model_v4,27.99,1246,0.886
AF-A0A5K4F1I9-F1-model_v4,8.48,1246,0.386
AF-G4LVB6-F1-model_v4,3.32,1246,0.093
AF-G4VFQ0-F1-model_v4,4.74,1246,0.172
AF-A0A3Q0KBM8-F1-model_v4,9.25,1246,0.425
AF-A0A3Q0KQU2-F1-model_v4,18.3,1246,0.748
AF-A0A5K4ED06-F1-model_v4,6.63,1247,0.283
AF-A0A5K4EIS2-F1-model_v4,7.4,1247,0.326
AF-A0A3Q0KCR6-F1-model_v4,7.61,1247,0.338
AF-A0A5K4ESX1-F1-model_v4,13.65,1247,0.611
AF-A0A5K4FDN1-F1-model_v4,12.4,1247,0.565
AF-A0A5K4EEI8-F1-model_v4,81.27,1248,0.991
AF-A0A3Q0KM66-F1-model_v4,8.61,1248,0.392
AF-A0A5K4FCX2-F1-model_v4,40.56,1248,0.947
AF-G4V655-F1-model_v4,18.62,1249,0.756
AF-G4V8P1-F1-model_v4,3.43,1249,0.098
AF-A0A5K4F5R1-F1-model_v4,24.63,1249,0.857
AF-A0A3Q0KD59-F1-model_v4,45.59,1249,0.959
AF-A0A3Q0KQU6-F1-model_v4,5.89,1250,0.238
AF-A0A3Q0KU20-F1-model_v4,19.09,1251,0.767
AF-A0A3Q0KKE2-F1-model_v4,8.19,1253,0.37
AF-A0A5K4E8R4-F1-model_v4,9.17,1253,0.421
AF-A0A3Q0KMS9-F1-model_v4,23.32,1253,0.839
AF-A0A3Q0KKT7-F1-model_v4,13.26,1253,0.597
AF-G4VCP6-F1-model_v4,32.65,1254,0.917
AF-G4VRC1-F1-model_v4,15.29,1254,0.669
AF-C4QUG0-F1-model_v4,8.39,1255,0.381
AF-A0A5K4FDS9-F1-model_v4,6.6,1255,0.282
AF-A0A5K4F8B7-F1-model_v4,26.07,1255,0.87
AF-A0A3Q0KTW8-F1-model_v4,5.96,1255,0.243
AF-A0A5K4FAW8-F1-model_v4,30.38,1255,0.904
AF-A0A5K4EKH5-F1-model_v4,47.73,1255,0.964
AF-A0A3Q0KNM5-F1-model_v4,39.4,1255,0.944
AF-A0A5K4F9W8-F1-model_v4,25.02,1256,0.861
AF-A0A3Q0KN39-F1-model_v4,31.68,1256,0.911
AF-A0A3Q0KU34-F1-model_v4,20.27,1256,0.791
AF-G4LWY8-F1-model_v4,7.41,1256,0.327
AF-A0A5K4EZW8-F1-model_v4,9.62,1256,0.445
AF-G4VSH5-F1-model_v4,33.96,1256,0.924
AF-A0A3Q0KDD9-F1-model_v4,6.11,1257,0.251
AF-A0A3Q0KKU2-F1-model_v4,106.47,1257,0.996
AF-A0A5K4F514-F1-model_v4,75.28,1257,0.99
AF-A0A5K4EUV8-F1-model_v4,18.22,1257,0.746
AF-G4VH66-F1-model_v4,4.2,1257,0.141
AF-G4VQ76-F1-model_v4,17.55,1258,0.73
AF-G4VF33-F1-model_v4,4.94,1258,0.183
AF-A0A3Q0KNU8-F1-model_v4,7.98,1258,0.358
AF-A0A5K4F249-F1-model_v4,7.58,1258,0.336
AF-A0A5K4EWE0-F1-model_v4,17.46,1258,0.727
AF-A0A3Q0KDV1-F1-model_v4,8.23,1259,0.372
AF-A0A5K4F3R0-F1-model_v4,48.34,1259,0.964
AF-A0A3Q0KET4-F1-model_v4,14.25,1260,0.632
AF-G4VPW8-F1-model_v4,1.04,1260,0.006
AF-G4VF21-F1-model_v4,2.9,1260,0.074
AF-A0A5K4FD37-F1-model_v4,6.23,1260,0.258
AF-A0A3Q0KK10-F1-model_v4,25.01,1260,0.86
AF-G4VJU5-F1-model_v4,16.48,1260,0.702
AF-A0A5K4F242-F1-model_v4,26.26,1261,0.872
AF-A0A5K4ETA1-F1-model_v4,24.6,1261,0.856
AF-A0A3Q0KSJ2-F1-model_v4,25.21,1261,0.863
AF-A0A5K4EUM0-F1-model_v4,8.0,1261,0.359
AF-B1AAM6-F1-model_v4,31.23,1261,0.908
AF-A0A5K4F920-F1-model_v4,5.42,1261,0.212
AF-A0A3Q0KFX6-F1-model_v4,5.93,1262,0.241
AF-A0A5K4F7N9-F1-model_v4,20.25,1262,0.791
AF-A0A5K4EL37-F1-model_v4,76.34,1262,0.99
AF-A0A3Q0KDY4-F1-model_v4,24.35,1262,0.853
AF-G4LWI0-F1-model_v4,60.14,1262,0.982
AF-A0A5K4F3Y5-F1-model_v4,17.3,1263,0.723
AF-G4LXQ3-F1-model_v4,83.6,1263,0.992
AF-A0A3Q0KHF0-F1-model_v4,43.77,1263,0.955
AF-A0A5K4ECJ4-F1-model_v4,50.69,1263,0.968
AF-A0A5K4FBA4-F1-model_v4,17.72,1264,0.734
AF-A0A5K4EW29-F1-model_v4,10.74,1264,0.495
AF-A0A5K4F2P9-F1-model_v4,6.1,1265,0.251
AF-A0A5K4FCG4-F1-model_v4,13.66,1265,0.611
AF-A0A3Q0KHL1-F1-model_v4,5.54,1265,0.219
AF-G4VRF7-F1-model_v4,31.08,1266,0.907
AF-A0A3Q0KLA8-F1-model_v4,10.43,1266,0.482
AF-A0A3Q0KEH2-F1-model_v4,22.69,1266,0.831
AF-G4VE51-F1-model_v4,24.39,1266,0.853
AF-A0A3Q0KTG9-F1-model_v4,34.69,1266,0.928
AF-A0A3Q0KCN4-F1-model_v4,29.69,1267,0.898
AF-G4LVU9-F1-model_v4,10.44,1267,0.483
AF-A0A3Q0KKU3-F1-model_v4,40.01,1269,0.946
AF-G4M1J2-F1-model_v4,3.5,1269,0.102
AF-G4LZ71-F1-model_v4,28.57,1269,0.89
AF-A0A5K4F3M4-F1-model_v4,6.56,1269,0.279
AF-G4VP71-F1-model_v4,8.57,1270,0.39
AF-G4V605-F1-model_v4,3.91,1270,0.125
AF-A0A5K4F460-F1-model_v4,1.57,1270,0.02
AF-A0A3Q0KRB5-F1-model_v4,17.73,1271,0.734
AF-A0A3Q0KRU5-F1-model_v4,7.95,1271,0.356
AF-G4VC76-F1-model_v4,8.38,1271,0.38
AF-A0A5K4EZU7-F1-model_v4,11.53,1271,0.531
AF-Q26560-F1-model_v4,10.89,1271,0.502
AF-A0A3Q0KFA1-F1-model_v4,111.68,1272,0.997
AF-A0A5K4EGG5-F1-model_v4,2.57,1272,0.059
AF-C0SKM6-F1-model_v4,16.49,1272,0.702
AF-A0A5K4FD17-F1-model_v4,18.28,1272,0.748
AF-A0A3Q0KKU1-F1-model_v4,46.37,1272,0.96
AF-A0A3Q0KE19-F1-model_v4,7.44,1273,0.329
AF-A0A5K4F0L3-F1-model_v4,10.77,1273,0.496
AF-A0A5K4FCC6-F1-model_v4,47.87,1273,0.964
AF-A0A5K4F1D2-F1-model_v4,10.79,1273,0.497
AF-G4V848-F1-model_v4,5.17,1273,0.197
AF-G4VIB3-F1-model_v4,12.25,1273,0.559
AF-G4VAQ6-F1-model_v4,2.28,1274,0.047
AF-A0A5K4FFX5-F1-model_v4,30.27,1274,0.903
AF-G4VHY4-F1-model_v4,50.87,1274,0.968
AF-G4M1H9-F1-model_v4,108.24,1274,0.996
AF-A0A3Q0KU90-F1-model_v4,12.41,1274,0.565
AF-A0A3Q0KQE3-F1-model_v4,3.39,1275,0.096
AF-A0A3Q0KNU1-F1-model_v4,4.95,1275,0.184
AF-A0A3Q0KRN5-F1-model_v4,6.27,1276,0.261
AF-G4LXH7-F1-model_v4,2.5,1276,0.056
AF-G4V7H0-F1-model_v4,32.34,1277,0.915
AF-G4VB00-F1-model_v4,31.83,1277,0.912
AF-A0A5K4EAL9-F1-model_v4,2.25,1277,0.046
AF-A0A3Q0KPR5-F1-model_v4,31.48,1277,0.91
AF-A0A3Q0KR40-F1-model_v4,55.6,1278,0.975
AF-A0A3Q0KCJ4-F1-model_v4,10.98,1278,0.506
AF-A0A3Q0KUB8-F1-model_v4,32.16,1278,0.914
AF-A0A5K4FAU1-F1-model_v4,14.12,1278,0.627
AF-A0A3Q0KPV9-F1-model_v4,6.95,1279,0.3
AF-A0A3Q0KR61-F1-model_v4,75.89,1279,0.99
AF-A0A3Q0KPK8-F1-model_v4,18.53,1279,0.754
AF-A0A3Q0KDG1-F1-model_v4,11.99,1279,0.548
AF-A0A5K4FBP5-F1-model_v4,25.84,1280,0.869
AF-A0A3Q0KTN3-F1-model_v4,5.78,1281,0.232
AF-A0A5K4F7N7-F1-model_v4,19.4,1281,0.774
AF-G4VJH0-F1-model_v4,23.13,1281,0.836
AF-G4VQL7-F1-model_v4,23.17,1281,0.837
AF-A0A3Q0KU77-F1-model_v4,13.09,1282,0.591
AF-A0A3Q0KK90-F1-model_v4,31.04,1282,0.907
AF-A0A3Q0KNM2-F1-model_v4,22.23,1282,0.823
AF-A0A3Q0KS20-F1-model_v4,2.35,1282,0.05
AF-A0A3Q0KER0-F1-model_v4,7.75,1282,0.345
AF-A0A5K4F437-F1-model_v4,22.29,1282,0.824
AF-A0A3Q0KMP3-F1-model_v4,12.39,1283,0.564
AF-A0A5K4ET29-F1-model_v4,27.08,1283,0.878
AF-G4V5H3-F1-model_v4,10.54,1284,0.487
AF-T1VXA1-F1-model_v4,56.4,1284,0.976
AF-G4LW82-F1-model_v4,7.3,1285,0.32
AF-G4VBK5-F1-model_v4,55.03,1285,0.974
AF-A0A5K4F3C1-F1-model_v4,47.82,1286,0.964
AF-A0A5K4F3M1-F1-model_v4,39.8,1286,0.946
AF-A0A5K4F1M1-F1-model_v4,4.82,1286,0.176
AF-A0A5K4ELT5-F1-model_v4,109.91,1286,0.997
AF-G4V774-F1-model_v4,3.07,1286,0.082
AF-G4VPR7-F1-model_v4,2.15,1286,0.042
AF-A0A5K4EYB5-F1-model_v4,23.1,1287,0.836
AF-A0A5K4EUF0-F1-model_v4,21.66,1287,0.815
AF-A0A3Q0KND6-F1-model_v4,14.64,1288,0.647
AF-A0A5K4EU33-F1-model_v4,24.56,1288,0.856
AF-A0A5K4F300-F1-model_v4,9.55,1288,0.441
AF-A0A5K4EM12-F1-model_v4,20.87,1288,0.8
AF-C4QB42-F1-model_v4,20.71,1289,0.797
AF-A0A5K4FD36-F1-model_v4,8.68,1289,0.396
AF-A0A5K4F8E6-F1-model_v4,44.69,1290,0.957
AF-A0A3Q0KQT2-F1-model_v4,26.78,1291,0.876
AF-A0A5K4E8K6-F1-model_v4,10.64,1291,0.491
AF-A0A3Q0KP26-F1-model_v4,4.7,1291,0.17
AF-G4VQT7-F1-model_v4,26.15,1291,0.871
AF-A0A3Q0KE68-F1-model_v4,15.04,1291,0.661
AF-A0A3Q0KPQ9-F1-model_v4,7.23,1292,0.316
AF-A0A3Q0KCZ1-F1-model_v4,23.78,1292,0.846
AF-G4VSC2-F1-model_v4,42.51,1292,0.952
AF-V9TJE9-F1-model_v4,4.5,1292,0.159
AF-A0A5K4EM54-F1-model_v4,13.07,1293,0.59
AF-A0A3Q0KGQ6-F1-model_v4,5.14,1293,0.195
AF-A0A5K4EX84-F1-model_v4,22.73,1294,0.831
AF-A0A5K4FD90-F1-model_v4,30.26,1294,0.903
AF-A0A3Q0KT08-F1-model_v4,5.03,1294,0.188
AF-G4VD88-F1-model_v4,6.4,1294,0.269
AF-A0A5K4FFP1-F1-model_v4,11.76,1294,0.54
AF-A0A3Q0KCQ4-F1-model_v4,7.31,1295,0.321
AF-A0A5K4F141-F1-model_v4,15.38,1295,0.671
AF-A0A5K4EXB2-F1-model_v4,16.58,1296,0.705
AF-A0A5K4EZ35-F1-model_v4,18.5,1296,0.753
AF-A0A5K4F330-F1-model_v4,1.43,1296,0.015
AF-A0A5K4ESF3-F1-model_v4,7.34,1296,0.322
AF-T1VXV7-F1-model_v4,34.27,1297,0.925
AF-G4LYF9-F1-model_v4,18.06,1297,0.743
AF-A0A5K4F2F3-F1-model_v4,5.13,1298,0.194
AF-G4V6D7-F1-model_v4,4.95,1298,0.184
AF-A0A5K4FFN8-F1-model_v4,8.39,1298,0.381
AF-A0A3Q0KR28-F1-model_v4,19.49,1298,0.776
AF-A0A3Q0KTN7-F1-model_v4,31.52,1299,0.91
AF-A0A5K4EQ29-F1-model_v4,21.82,1300,0.818
AF-A0A5K4EV57-F1-model_v4,11.89,1301,0.545
AF-A0A5K4E992-F1-model_v4,7.32,1301,0.321
AF-A0A5K4F0B9-F1-model_v4,34.38,1301,0.926
AF-G4V9T4-F1-model_v4,4.37,1302,0.151
AF-A0A5K4F2V1-F1-model_v4,10.85,1302,0.5
AF-A0A5K4EBY7-F1-model_v4,39.21,1303,0.944
AF-A0A3Q0KQ30-F1-model_v4,8.04,1303,0.361
AF-G4LWX4-F1-model_v4,20.87,1304,0.8
AF-A0A3Q0KH03-F1-model_v4,11.01,1304,0.508
AF-A0A5K4EQN5-F1-model_v4,10.88,1304,0.502
AF-G4V8L7-F1-model_v4,2.19,1304,0.043
AF-A0A3Q0KNU4-F1-model_v4,4.37,1304,0.151
AF-A0A5K4ER07-F1-model_v4,15.57,1305,0.676
AF-A0A5K4FE02-F1-model_v4,2.67,1305,0.064
AF-A0A5K4ERB3-F1-model_v4,10.45,1306,0.483
AF-A0A3Q0KQN0-F1-model_v4,10.68,1306,0.492
AF-V5WB23-F1-model_v4,7.81,1306,0.348
AF-A0A3Q0KSE7-F1-model_v4,21.67,1307,0.815
AF-G4VHU6-F1-model_v4,2.15,1307,0.042
AF-A0A3Q0KFR4-F1-model_v4,22.56,1307,0.829
AF-A0A5K4FB46-F1-model_v4,24.99,1307,0.86
AF-A0A5K4F2Q6-F1-model_v4,9.72,1308,0.45
AF-A0A5K4EYG4-F1-model_v4,30.97,1308,0.906
AF-A0A5K4FCQ2-F1-model_v4,13.31,1308,0.598
AF-A0A5K4F8S2-F1-model_v4,18.3,1308,0.748
AF-A0A3Q0KFH6-F1-model_v4,2.36,1308,0.05
AF-A0A5K4F2E6-F1-model_v4,32.19,1309,0.915
AF-A0A5K4F1P5-F1-model_v4,19.13,1309,0.768
AF-A0A5K4EM67-F1-model_v4,17.45,1309,0.727
AF-A0A3Q0KQK0-F1-model_v4,14.39,1309,0.637
AF-A0A5K4FEG8-F1-model_v4,3.03,1309,0.08
AF-A0A5K4F8Q9-F1-model_v4,20.3,1310,0.792
AF-G4VTM4-F1-model_v4,9.07,1310,0.417
AF-A0A3Q0KST6-F1-model_v4,33.51,1310,0.922
AF-A0A5K4EM24-F1-model_v4,4.86,1310,0.178
AF-G4V9V5-F1-model_v4,15.48,1311,0.674
AF-G4V926-F1-model_v4,13.75,1312,0.614
AF-G4VN93-F1-model_v4,21.5,1312,0.811
AF-A0A3Q0KQZ0-F1-model_v4,33.72,1312,0.923
AF-A0A5K4ES92-F1-model_v4,16.81,1312,0.71
AF-A0A3Q0KK46-F1-model_v4,3.1,1312,0.083
AF-A0A3Q0KD75-F1-model_v4,12.63,1313,0.573
AF-A0A5K4EV76-F1-model_v4,11.63,1313,0.535
AF-A0A3Q0KRV9-F1-model_v4,5.86,1313,0.237
AF-A0A5K4EQD3-F1-model_v4,3.6,1313,0.108
AF-A0A3Q0KIW6-F1-model_v4,13.02,1313,0.589
AF-G4LYD4-F1-model_v4,48.63,1313,0.965
AF-A0A5K4EQ95-F1-model_v4,9.73,1314,0.45
AF-A0A5K4EU61-F1-model_v4,31.38,1315,0.909
AF-A0A5K4EWJ8-F1-model_v4,32.1,1316,0.914
AF-A0A5K4F832-F1-model_v4,18.31,1316,0.748
AF-A0A3Q0KMH9-F1-model_v4,6.03,1316,0.246
AF-A0A5K4F443-F1-model_v4,5.78,1316,0.233
AF-A0A5K4EVY4-F1-model_v4,14.52,1317,0.642
AF-G4VBC4-F1-model_v4,9.43,1317,0.434
AF-A0A3Q0KPL7-F1-model_v4,20.2,1317,0.79
AF-A0A5K4FH60-F1-model_v4,2.9,1318,0.074
AF-A0A3Q0KHN3-F1-model_v4,6.15,1318,0.254
AF-G4LWE2-F1-model_v4,10.29,1318,0.476
AF-G4VJT2-F1-model_v4,2.04,1318,0.037
AF-A0A3Q0KP78-F1-model_v4,4.48,1318,0.157
AF-A0A3Q0KT71-F1-model_v4,28.67,1318,0.891
AF-A0A5K4EY39-F1-model_v4,42.99,1318,0.953
AF-G4VLR0-F1-model_v4,14.92,1318,0.657
AF-A0A3Q0KMX7-F1-model_v4,42.14,1319,0.952
AF-A0A3Q0KE12-F1-model_v4,41.51,1319,0.951
AF-A0A5K4FAW4-F1-model_v4,18.74,1319,0.759
AF-A0A5K4EHU7-F1-model_v4,11.32,1319,0.522
AF-A0A5K4EVE1-F1-model_v4,3.03,1319,0.08
AF-G4V5E2-F1-model_v4,4.91,1320,0.181
AF-A0A3Q0KVC5-F1-model_v4,5.56,1320,0.221
AF-A0A5K4ET09-F1-model_v4,21.88,1320,0.819
AF-A0A3Q0KVH5-F1-model_v4,26.36,1320,0.873
AF-A0A3Q0KT21-F1-model_v4,6.74,1320,0.289
AF-A0A3Q0KQW9-F1-model_v4,61.52,1320,0.983
AF-A0A5K4FG73-F1-model_v4,36.44,1321,0.936
AF-G4LVJ0-F1-model_v4,9.05,1321,0.416
AF-A0A3Q0KCP5-F1-model_v4,25.88,1321,0.869
AF-A0A3Q0KR59-F1-model_v4,26.11,1321,0.871
AF-A0A3Q0KJE1-F1-model_v4,6.24,1322,0.26
AF-A0A3Q0KU31-F1-model_v4,28.71,1322,0.891
AF-G4M1K6-F1-model_v4,3.76,1322,0.116
AF-A0A5K4EVH7-F1-model_v4,17.61,1323,0.731
AF-A0A5K4ETD4-F1-model_v4,28.93,1323,0.893
AF-A0A5K4FB24-F1-model_v4,11.26,1323,0.519
AF-C4PY91-F1-model_v4,16.24,1323,0.696
AF-A0A5K4FC43-F1-model_v4,21.36,1323,0.809
AF-A0A3Q0KQZ2-F1-model_v4,26.81,1323,0.876
AF-A0A5K4FD61-F1-model_v4,11.93,1324,0.546
AF-A0A3Q0KSY9-F1-model_v4,30.84,1324,0.906
AF-A0A3Q0KP94-F1-model_v4,29.83,1324,0.899
AF-A0A3Q0KSI8-F1-model_v4,17.56,1324,0.73
AF-A0A3Q0KLK0-F1-model_v4,5.25,1324,0.202
AF-A0A5K4F610-F1-model_v4,5.54,1325,0.219
AF-A0A3Q0KH04-F1-model_v4,18.89,1325,0.763
AF-A0A3Q0KSQ0-F1-model_v4,48.38,1326,0.964
AF-A0A3Q0KKV4-F1-model_v4,29.29,1326,0.895
AF-A0A5K4FBN5-F1-model_v4,18.83,1326,0.761
AF-G4VA06-F1-model_v4,75.31,1326,0.99
AF-A0A3Q0KUC6-F1-model_v4,12.77,1328,0.579
AF-A0A5K4E905-F1-model_v4,10.75,1328,0.495
AF-A0A3Q0KSS7-F1-model_v4,3.99,1328,0.129
AF-P49965-F1-model_v4,25.32,1328,0.864
AF-A0A5K4ELH9-F1-model_v4,16.5,1328,0.702
AF-A0A3Q0KS24-F1-model_v4,20.26,1329,0.791
AF-A0A5K4EKD8-F1-model_v4,29.58,1329,0.897
AF-A0A3Q0KHG5-F1-model_v4,10.66,1330,0.492
AF-A0A3Q0KC19-F1-model_v4,32.89,1331,0.919
AF-A0A5K4F8L1-F1-model_v4,4.64,1331,0.166
AF-A0A3Q0KR26-F1-model_v4,16.67,1331,0.707
AF-A0A3Q0KLH2-F1-model_v4,31.49,1331,0.91
AF-A0A5K4FA37-F1-model_v4,13.39,1331,0.601
AF-A0A5K4EVN4-F1-model_v4,15.26,1331,0.668
AF-G4V6A5-F1-model_v4,6.88,1331,0.297
AF-A0A3Q0KLQ5-F1-model_v4,4.07,1332,0.133
AF-A0A5K4F0T6-F1-model_v4,32.84,1333,0.919
AF-A0A3Q0KRK7-F1-model_v4,12.46,1333,0.567
AF-A0A5K4EUG5-F1-model_v4,44.44,1333,0.956
AF-A0A3Q0KTR2-F1-model_v4,3.99,1334,0.129
AF-G4VDJ0-F1-model_v4,6.44,1335,0.272
AF-A0A5K4EZM4-F1-model_v4,23.1,1335,0.836
AF-A0A3Q0KQ47-F1-model_v4,32.24,1335,0.915
AF-A0A3Q0KN62-F1-model_v4,14.72,1337,0.65
AF-A0A3Q0KR62-F1-model_v4,9.16,1337,0.42
AF-A0A5K4FBJ5-F1-model_v4,52.04,1337,0.97
AF-A0A3Q0KQS4-F1-model_v4,32.33,1338,0.915
AF-G4V7L5-F1-model_v4,8.82,1338,0.404
AF-A0A5K4EUC0-F1-model_v4,5.37,1338,0.209
AF-A0A5K4FCA3-F1-model_v4,2.46,1338,0.054
AF-A0A5K4EIB4-F1-model_v4,4.22,1339,0.142
AF-A0A5K4FCA7-F1-model_v4,21.46,1340,0.811
AF-A0A3Q0KH46-F1-model_v4,7.04,1340,0.305
AF-A0A5K4F8Y4-F1-model_v4,22.46,1342,0.827
AF-A0A5K4ELX9-F1-model_v4,30.56,1342,0.904
AF-A0A3Q0KUI0-F1-model_v4,45.86,1342,0.96
AF-G4V7D8-F1-model_v4,15.3,1342,0.669
AF-A0A0U5DPH3-F1-model_v4,29.5,1343,0.897
AF-A0A3Q0KFS1-F1-model_v4,15.13,1343,0.664
AF-A0A5K4F0X8-F1-model_v4,10.95,1343,0.505
AF-G4VSQ5-F1-model_v4,1.97,1344,0.035
AF-A0A5K4EZZ5-F1-model_v4,80.56,1344,0.991
AF-A0A5K4EYD4-F1-model_v4,59.53,1344,0.982
AF-A0A3Q0KD45-F1-model_v4,4.8,1345,0.175
AF-A0A3Q0KSG5-F1-model_v4,10.77,1345,0.497
AF-G4VH77-F1-model_v4,34.42,1345,0.926
AF-A0A5K4EYI3-F1-model_v4,10.87,1346,0.501
AF-A0A3Q0KNT9-F1-model_v4,21.64,1346,0.815
AF-A0A5K4F9V7-F1-model_v4,62.6,1347,0.984
AF-A0A3Q0KJ95-F1-model_v4,5.98,1348,0.244
AF-G4VK45-F1-model_v4,25.17,1348,0.862
AF-A0A5K4EQ43-F1-model_v4,15.47,1348,0.674
AF-A0A3Q0KH66-F1-model_v4,9.05,1348,0.416
AF-A0A5K4F304-F1-model_v4,9.02,1349,0.415
AF-A0A5K4FAX4-F1-model_v4,15.91,1349,0.686
AF-A0A3Q0KLY4-F1-model_v4,6.44,1349,0.272
AF-A0A5K4F0J8-F1-model_v4,43.77,1349,0.955
AF-A0A5K4F4J7-F1-model_v4,2.71,1350,0.066
AF-A0A5K4F8M4-F1-model_v4,12.39,1352,0.564
AF-A0A3Q0KKS9-F1-model_v4,17.16,1352,0.719
AF-G4VD96-F1-model_v4,4.64,1352,0.166
AF-A0A3Q0KPP5-F1-model_v4,48.02,1352,0.964
AF-A0A3Q0KU39-F1-model_v4,19.71,1353,0.78
AF-A0A5K4ELN9-F1-model_v4,15.64,1353,0.678
AF-A0A5K4F8K5-F1-model_v4,15.21,1353,0.666
AF-A0A3Q0KNE5-F1-model_v4,15.86,1353,0.684
AF-A0A5K4EWZ0-F1-model_v4,24.63,1353,0.856
AF-A0A5K4EL67-F1-model_v4,91.27,1353,0.994
AF-A0A5K4F7V1-F1-model_v4,6.6,1354,0.281
AF-A0A5K4EQT0-F1-model_v4,10.03,1354,0.464
AF-A0A5K4EKY6-F1-model_v4,4.41,1355,0.153
AF-A0A3Q0KMX6-F1-model_v4,2.85,1355,0.072
AF-A0A3Q0KQW0-F1-model_v4,7.94,1355,0.356
AF-A0A3Q0KKG6-F1-model_v4,2.38,1355,0.051
AF-G4V985-F1-model_v4,2.05,1356,0.037
AF-A0A5K4F5B4-F1-model_v4,4.17,1357,0.139
AF-A0A5K4EQY2-F1-model_v4,29.49,1357,0.897
AF-A0A3Q0KS29-F1-model_v4,15.86,1358,0.684
AF-A0A5K4F1D1-F1-model_v4,20.55,1358,0.795
AF-A0A5K4F0Y3-F1-model_v4,3.67,1359,0.112
AF-G4V8R3-F1-model_v4,4.37,1359,0.15
AF-A0A3Q0KTA8-F1-model_v4,23.57,1360,0.842
AF-G4VI20-F1-model_v4,24.73,1360,0.858
AF-A0A5K4F871-F1-model_v4,10.8,1360,0.498
AF-A0A3Q0KNA4-F1-model_v4,29.82,1360,0.899
AF-A0A5K4F1S5-F1-model_v4,11.74,1360,0.539
AF-A0A5K4F9H4-F1-model_v4,20.99,1361,0.802
AF-A0A5K4F542-F1-model_v4,26.04,1361,0.87
AF-A0A5K4F1P8-F1-model_v4,36.2,1361,0.936
AF-A0A5K4ETZ7-F1-model_v4,13.53,1362,0.606
AF-Q9XZG7-F1-model_v4,12.98,1362,0.587
AF-A0A3Q0KFT6-F1-model_v4,22.01,1362,0.82
AF-G4VH02-F1-model_v4,17.8,1362,0.736
AF-A0A3Q0KGA6-F1-model_v4,11.26,1362,0.52
AF-A0A5K4EJX7-F1-model_v4,30.18,1363,0.902
AF-G4LV53-F1-model_v4,15.38,1363,0.671
AF-A0A5K4EGN8-F1-model_v4,24.97,1364,0.86
AF-A0A5K4EPG5-F1-model_v4,40.7,1364,0.948
AF-A0A5K4ERQ7-F1-model_v4,4.99,1364,0.186
AF-A0A5K4F462-F1-model_v4,4.16,1364,0.139
AF-A0A3Q0KPL2-F1-model_v4,21.19,1364,0.806
AF-A0A5K4F7I7-F1-model_v4,9.01,1364,0.414
AF-A0A5K4EK89-F1-model_v4,18.91,1365,0.763
AF-A0A3Q0KM56-F1-model_v4,5.5,1366,0.217
AF-A0A5K4FBH1-F1-model_v4,23.23,1367,0.838
AF-A0A3Q0KLU9-F1-model_v4,13.36,1368,0.6
AF-A0A5K4EHC2-F1-model_v4,57.93,1368,0.978
AF-A0A3Q0KRZ2-F1-model_v4,9.52,1369,0.439
AF-G4VCD7-F1-model_v4,23.53,1369,0.841
AF-A0A5K4F4S4-F1-model_v4,12.36,1369,0.563
AF-P16641-F1-model_v4,19.66,1370,0.779
AF-A0A3Q0KDM6-F1-model_v4,24.04,1370,0.849
AF-A0A3Q0KM05-F1-model_v4,21.97,1371,0.82
AF-A0A3Q0KN83-F1-model_v4,5.82,1371,0.235
AF-A0A3Q0KQ87-F1-model_v4,30.97,1372,0.906
AF-A0A3Q0KC48-F1-model_v4,19.27,1372,0.771
AF-G4V6U2-F1-model_v4,3.29,1372,0.091
AF-A0A5K4ER93-F1-model_v4,26.85,1373,0.877
