Filename,First Score,First Probability
AF-A0A3Q0KMG2-F1-model_v4,4.61,0.165
AF-A0A5K4EUN3-F1-model_v4,4.61,0.164
AF-A0A5K4F7I0-F1-model_v4,4.61,0.165
AF-A0A5K4F7R7-F1-model_v4,4.61,0.165
AF-A0A5K4FB77-F1-model_v4,4.61,0.164
AF-A0A5K4FBZ9-F1-model_v4,4.61,0.164
AF-C4QPM1-F1-model_v4,4.61,0.164
AF-G4M149-F1-model_v4,4.61,0.165
AF-A0A3Q0KKB0-F1-model_v4,4.6,0.164
AF-A0A3Q0KTD6-F1-model_v4,4.6,0.164
AF-A0A3Q0KV75-F1-model_v4,4.6,0.164
AF-A0A5K4EZL1-F1-model_v4,4.6,0.164
AF-A0A5K4F127-F1-model_v4,4.6,0.164
AF-A0A5K4FE36-F1-model_v4,4.6,0.164
AF-G4V7L0-F1-model_v4,4.6,0.164
AF-G4VFI9-F1-model_v4,4.6,0.164
AF-G4VKF3-F1-model_v4,4.6,0.164
AF-G4VQH7-F1-model_v4,4.6,0.164
AF-A0A3Q0KPD0-F1-model_v4,4.59,0.163
AF-A0A5K4ESE6-F1-model_v4,4.59,0.163
AF-A0A5K4ETG3-F1-model_v4,4.59,0.163
AF-A0A5K4EW04-F1-model_v4,4.59,0.163
AF-A0A5K4F025-F1-model_v4,4.59,0.163
AF-A0A5K4F5N9-F1-model_v4,4.59,0.164
AF-A0A5K4F9G5-F1-model_v4,4.59,0.163
AF-A0A5K4FD52-F1-model_v4,4.59,0.163
AF-G4LZV3-F1-model_v4,4.59,0.164
AF-A0A3Q0KI03-F1-model_v4,4.58,0.163
AF-A0A3Q0KQD3-F1-model_v4,4.58,0.163
AF-A0A3Q0KU76-F1-model_v4,4.58,0.163
AF-A0A5K4EAL7-F1-model_v4,4.58,0.163
AF-A0A5K4F177-F1-model_v4,4.58,0.163
AF-A0A5K4FDD5-F1-model_v4,4.58,0.163
AF-G4VCI2-F1-model_v4,4.58,0.163
AF-G4VQJ0-F1-model_v4,4.58,0.163
AF-A0A5K4F6F5-F1-model_v4,4.57,0.162
AF-A0A5K4FA58-F1-model_v4,4.57,0.162
AF-G4VBM4-F1-model_v4,4.57,0.162
AF-A0A3Q0KID0-F1-model_v4,4.56,0.162
AF-A0A3Q0KMY2-F1-model_v4,4.56,0.161
AF-A0A5K4F6I7-F1-model_v4,4.56,0.161
AF-A0A5K4F7Z0-F1-model_v4,4.56,0.162
AF-G4V6U5-F1-model_v4,4.56,0.162
AF-G4VA28-F1-model_v4,4.56,0.162
AF-A0A5K4EVX3-F1-model_v4,4.55,0.161
AF-A0A5K4F820-F1-model_v4,4.55,0.161
AF-G4VAJ9-F1-model_v4,4.55,0.161
AF-A0A3Q0KM59-F1-model_v4,4.54,0.16
AF-A0A3Q0KTQ6-F1-model_v4,4.54,0.161
AF-A0A5K4EU95-F1-model_v4,4.54,0.161
AF-A0A5K4F4N3-F1-model_v4,4.54,0.16
AF-A0A5K4F947-F1-model_v4,4.54,0.16
AF-G4VEA7-F1-model_v4,4.54,0.16
AF-A0A5K4EG93-F1-model_v4,4.53,0.16
AF-A0A5K4EMP5-F1-model_v4,4.53,0.16
AF-A0A5K4EWJ0-F1-model_v4,4.53,0.16
AF-A0A5K4EZW0-F1-model_v4,4.53,0.16
AF-A0A5K4F803-F1-model_v4,4.53,0.16
AF-A0A5K4FD03-F1-model_v4,4.53,0.16
AF-A0A3Q0KPA0-F1-model_v4,4.52,0.16
AF-A0A5K4F290-F1-model_v4,4.52,0.16
AF-G4V6X1-F1-model_v4,4.52,0.159
AF-G4VGT3-F1-model_v4,4.52,0.159
AF-G4VRL6-F1-model_v4,4.52,0.16
AF-A0A3Q0KLM9-F1-model_v4,4.51,0.159
AF-A0A3Q0KLQ8-F1-model_v4,4.51,0.159
AF-A0A3Q0KTB8-F1-model_v4,4.5,0.158
AF-A0A3Q0KTV3-F1-model_v4,4.5,0.158
AF-A0A5K4ELQ2-F1-model_v4,4.5,0.158
AF-A0A5K4F261-F1-model_v4,4.5,0.159
AF-A0A5K4F711-F1-model_v4,4.5,0.158
AF-V9TJE9-F1-model_v4,4.5,0.159
AF-A0A3Q0KV49-F1-model_v4,4.49,0.158
AF-A0A5K4EU45-F1-model_v4,4.49,0.158
AF-A0A5K4F8M8-F1-model_v4,4.49,0.158
AF-A0A5K4FBR0-F1-model_v4,4.49,0.158
AF-G4VEV9-F1-model_v4,4.49,0.158
AF-G4VL69-F1-model_v4,4.49,0.158
AF-A0A3Q0KF71-F1-model_v4,4.48,0.157
AF-A0A3Q0KLS6-F1-model_v4,4.48,0.157
AF-A0A3Q0KP78-F1-model_v4,4.48,0.157
AF-A0A3Q0KV38-F1-model_v4,4.48,0.157
AF-A0A5K4EKG2-F1-model_v4,4.48,0.157
AF-A0A5K4EPV4-F1-model_v4,4.48,0.157
AF-A0A5K4F217-F1-model_v4,4.48,0.157
AF-A0A5K4F3G4-F1-model_v4,4.48,0.157
AF-A0A5K4F8I7-F1-model_v4,4.48,0.157
AF-A0A5K4FBU9-F1-model_v4,4.48,0.157
AF-G4M0T7-F1-model_v4,4.48,0.157
AF-G4VLM8-F1-model_v4,4.48,0.157
AF-A0A3Q0KKE1-F1-model_v4,4.47,0.157
AF-A0A5K4ERY3-F1-model_v4,4.47,0.157
AF-A0A5K4F3A6-F1-model_v4,4.47,0.157
AF-A0A5K4F7G2-F1-model_v4,4.47,0.157
AF-G4V978-F1-model_v4,4.47,0.157
AF-G4VJT0-F1-model_v4,4.47,0.157
AF-A0A3Q0KCC9-F1-model_v4,4.46,0.156
AF-A0A3Q0KK32-F1-model_v4,4.46,0.156
AF-A0A5K4EL23-F1-model_v4,4.46,0.156
AF-A0A5K4ER46-F1-model_v4,4.46,0.156
AF-A0A5K4ESX4-F1-model_v4,4.46,0.156
AF-A0A5K4F0X1-F1-model_v4,4.46,0.156
AF-A0A5K4F9Q0-F1-model_v4,4.46,0.156
AF-E9LZR7-F1-model_v4,4.46,0.156
AF-G4LWM6-F1-model_v4,4.46,0.156
AF-G4VBA9-F1-model_v4,4.46,0.156
AF-G4VD59-F1-model_v4,4.46,0.156
AF-A0A3Q0KQ07-F1-model_v4,4.45,0.155
AF-A0A3Q0KS66-F1-model_v4,4.45,0.155
AF-A0A5K4EVH5-F1-model_v4,4.45,0.156
AF-A0A5K4F1M5-F1-model_v4,4.45,0.155
AF-G4LVT7-F1-model_v4,4.45,0.156
AF-G4VER2-F1-model_v4,4.45,0.155
AF-G4VJE5-F1-model_v4,4.45,0.155
AF-A0A3Q0KGT7-F1-model_v4,4.44,0.155
AF-A0A5K4EYX1-F1-model_v4,4.44,0.155
AF-A0A5K4F0Z4-F1-model_v4,4.44,0.155
AF-A0A5K4F907-F1-model_v4,4.44,0.155
AF-A0A5K4FF27-F1-model_v4,4.44,0.155
AF-A0A3Q0KP15-F1-model_v4,4.43,0.154
AF-A0A5K4E980-F1-model_v4,4.43,0.154
AF-A0A5K4ENY1-F1-model_v4,4.43,0.154
AF-A0A5K4F3U7-F1-model_v4,4.43,0.154
AF-A0A5K4F6B7-F1-model_v4,4.43,0.154
AF-A0A5K4FC92-F1-model_v4,4.43,0.155
AF-A0A5K4FCX8-F1-model_v4,4.43,0.154
AF-G4VJ59-F1-model_v4,4.43,0.154
AF-A0A5K4F0K2-F1-model_v4,4.42,0.153
AF-A0A5K4F1K8-F1-model_v4,4.42,0.154
AF-A0A3Q0KM52-F1-model_v4,4.41,0.153
AF-A0A3Q0KNT5-F1-model_v4,4.41,0.153
AF-A0A3Q0KP69-F1-model_v4,4.41,0.153
AF-A0A5K4EKY6-F1-model_v4,4.41,0.153
AF-A0A5K4FCL2-F1-model_v4,4.41,0.153
AF-G4VHT5-F1-model_v4,4.41,0.153
AF-G4VMN2-F1-model_v4,4.41,0.153
AF-A0A3Q0KQE7-F1-model_v4,4.4,0.152
AF-A0A5K4FBA5-F1-model_v4,4.4,0.152
AF-A0A5K4FED5-F1-model_v4,4.4,0.152
AF-G4LYJ6-F1-model_v4,4.4,0.153
AF-A0A3Q0KIK2-F1-model_v4,4.39,0.152
AF-A0A3Q0KJL9-F1-model_v4,4.39,0.152
AF-A0A3Q0KLP6-F1-model_v4,4.39,0.152
AF-A0A3Q0KRP9-F1-model_v4,4.39,0.152
AF-A0A5K4E8E6-F1-model_v4,4.39,0.152
AF-A0A3Q0KTN2-F1-model_v4,4.38,0.151
AF-A0A5K4ET22-F1-model_v4,4.38,0.151
AF-A0A5K4FCU6-F1-model_v4,4.38,0.151
AF-G4VMK5-F1-model_v4,4.38,0.151
AF-G4VPR1-F1-model_v4,4.38,0.151
AF-A0A3Q0KBE7-F1-model_v4,4.37,0.151
AF-A0A3Q0KNU4-F1-model_v4,4.37,0.151
AF-A0A5K4F9T5-F1-model_v4,4.37,0.151
AF-A0A5K4FC17-F1-model_v4,4.37,0.15
AF-G4LX66-F1-model_v4,4.37,0.151
AF-G4V8R3-F1-model_v4,4.37,0.15
AF-G4V9T4-F1-model_v4,4.37,0.151
AF-A0A3Q0KCK1-F1-model_v4,4.36,0.15
AF-A0A3Q0KPI3-F1-model_v4,4.36,0.15
AF-A0A3Q0KPJ9-F1-model_v4,4.36,0.15
AF-A0A5K4F7B7-F1-model_v4,4.36,0.15
AF-G4VCW5-F1-model_v4,4.36,0.15
AF-P16464-F1-model_v4,4.36,0.15
AF-A0A5K4EGI1-F1-model_v4,4.35,0.15
AF-A0A5K4ERX0-F1-model_v4,4.35,0.15
AF-A0A5K4F0U6-F1-model_v4,4.35,0.149
AF-A0A5K4F824-F1-model_v4,4.35,0.149
AF-G4LV63-F1-model_v4,4.35,0.15
AF-A0A3Q0KGA1-F1-model_v4,4.34,0.149
AF-A0A3Q0KHV8-F1-model_v4,4.34,0.149
AF-A0A3Q0KPQ0-F1-model_v4,4.34,0.149
AF-A0A3Q0KQ76-F1-model_v4,4.34,0.149
AF-A0A3Q0KRW7-F1-model_v4,4.34,0.149
AF-A0A3Q0KT57-F1-model_v4,4.34,0.149
AF-A0A5K4EYW6-F1-model_v4,4.34,0.149
AF-A0A5K4EKJ9-F1-model_v4,4.33,0.148
AF-A0A5K4ERL5-F1-model_v4,4.33,0.148
AF-A0A5K4F1C7-F1-model_v4,4.33,0.148
AF-A0A5K4F236-F1-model_v4,4.33,0.148
AF-A0A5K4F2F7-F1-model_v4,4.33,0.148
AF-P09792-F1-model_v4,4.33,0.148
AF-P46435-F1-model_v4,4.33,0.148
AF-A0A5K4F3R3-F1-model_v4,4.32,0.148
AF-A0A5K4FAB8-F1-model_v4,4.32,0.147
AF-A0A3Q0KQ91-F1-model_v4,4.31,0.147
AF-A0A5K4F156-F1-model_v4,4.31,0.147
AF-A0A5K4F237-F1-model_v4,4.31,0.147
AF-A0A5K4FEU0-F1-model_v4,4.31,0.147
AF-G4LUV4-F1-model_v4,4.31,0.147
AF-G4VHK0-F1-model_v4,4.31,0.147
AF-A0A3Q0KKJ9-F1-model_v4,4.3,0.147
AF-A0A5K4F335-F1-model_v4,4.3,0.147
AF-G4V882-F1-model_v4,4.3,0.147
AF-A0A3Q0KBU4-F1-model_v4,4.29,0.146
AF-A0A3Q0KCH4-F1-model_v4,4.29,0.146
AF-A0A5K4EA25-F1-model_v4,4.29,0.146
AF-A0A5K4EX62-F1-model_v4,4.29,0.146
AF-A0A5K4EZK2-F1-model_v4,4.29,0.146
AF-A0A5K4F934-F1-model_v4,4.29,0.146
AF-A0A5K4FFK2-F1-model_v4,4.29,0.146
AF-A0A3Q0KBF5-F1-model_v4,4.28,0.145
AF-A0A3Q0KMM4-F1-model_v4,4.28,0.145
AF-A0A3Q0KQB8-F1-model_v4,4.28,0.146
AF-A0A3Q0KS18-F1-model_v4,4.28,0.145
AF-A0A3Q0KSK0-F1-model_v4,4.28,0.145
AF-A0A5K4EJD3-F1-model_v4,4.28,0.145
AF-A0A5K4EPU3-F1-model_v4,4.28,0.145
AF-A0A5K4EZ11-F1-model_v4,4.28,0.146
AF-A0A5K4F4G4-F1-model_v4,4.28,0.146
AF-A0A5K4F7T7-F1-model_v4,4.28,0.145
AF-A0A5K4F8Z5-F1-model_v4,4.28,0.145
AF-G4VTK4-F1-model_v4,4.28,0.145
AF-A0A3Q0KME3-F1-model_v4,4.27,0.145
AF-A0A3Q0KQ97-F1-model_v4,4.27,0.145
AF-A0A3Q0KQX4-F1-model_v4,4.27,0.145
AF-A0A5K4E976-F1-model_v4,4.27,0.145
AF-A0A5K4EPF5-F1-model_v4,4.27,0.145
AF-A0A5K4EZ93-F1-model_v4,4.27,0.145
AF-A0A5K4F2I6-F1-model_v4,4.27,0.145
AF-A0A3Q0KCA5-F1-model_v4,4.26,0.145
AF-A0A3Q0KCW1-F1-model_v4,4.26,0.144
AF-A0A5K4EHP8-F1-model_v4,4.26,0.144
AF-A0A5K4EL83-F1-model_v4,4.26,0.144
AF-A0A5K4EQU0-F1-model_v4,4.26,0.144
AF-G4LY29-F1-model_v4,4.26,0.144
AF-A0A3Q0KCW8-F1-model_v4,4.25,0.144
AF-A0A3Q0KQ15-F1-model_v4,4.25,0.144
AF-A0A3Q0KRJ4-F1-model_v4,4.25,0.144
AF-A0A3Q0KTB6-F1-model_v4,4.25,0.144
AF-A0A5K4F0M2-F1-model_v4,4.25,0.144
AF-A0A5K4F2R3-F1-model_v4,4.25,0.143
AF-A0A5K4FBT5-F1-model_v4,4.25,0.144
AF-A0A5K4FDR7-F1-model_v4,4.25,0.144
AF-A0A3Q0KIU8-F1-model_v4,4.24,0.143
AF-A0A3Q0KS50-F1-model_v4,4.24,0.143
AF-A0A3Q0KTE2-F1-model_v4,4.24,0.143
AF-A0A5K4EYJ0-F1-model_v4,4.24,0.143
AF-A0A5K4F2Q3-F1-model_v4,4.24,0.143
AF-A0A5K4F9F7-F1-model_v4,4.24,0.143
AF-A0A5K4FB33-F1-model_v4,4.24,0.143
AF-A0A5K4FCQ8-F1-model_v4,4.24,0.143
AF-A0A5K4FFH3-F1-model_v4,4.24,0.143
AF-G4V5B3-F1-model_v4,4.24,0.143
AF-A0A3Q0KEM3-F1-model_v4,4.23,0.143
AF-A0A3Q0KQY8-F1-model_v4,4.23,0.142
AF-A0A5K4EGP4-F1-model_v4,4.23,0.143
AF-A0A5K4F050-F1-model_v4,4.23,0.142
AF-A0A5K4FBL9-F1-model_v4,4.23,0.142
AF-G4LX15-F1-model_v4,4.23,0.143
AF-G4V6I3-F1-model_v4,4.23,0.142
AF-G4VIB9-F1-model_v4,4.23,0.143
AF-G4VQK3-F1-model_v4,4.23,0.143
AF-G4VRR5-F1-model_v4,4.23,0.143
AF-A0A3Q0KDU0-F1-model_v4,4.22,0.142
AF-A0A5K4EBE7-F1-model_v4,4.22,0.142
AF-A0A5K4EIB4-F1-model_v4,4.22,0.142
AF-A0A5K4EZ58-F1-model_v4,4.22,0.142
AF-A0A5K4F0P7-F1-model_v4,4.22,0.142
AF-A0A5K4F2W9-F1-model_v4,4.22,0.142
AF-G4VLE1-F1-model_v4,4.22,0.142
AF-Q06814-F1-model_v4,4.22,0.142
AF-A0A3Q0KJ72-F1-model_v4,4.21,0.142
AF-A0A5K4EU77-F1-model_v4,4.21,0.142
AF-A0A5K4F4G8-F1-model_v4,4.21,0.141
AF-A0A5K4F892-F1-model_v4,4.21,0.141
AF-A0A3Q0KCA4-F1-model_v4,4.2,0.141
AF-A0A3Q0KGS8-F1-model_v4,4.2,0.141
AF-A0A3Q0KMF6-F1-model_v4,4.2,0.141
AF-A0A3Q0KTN6-F1-model_v4,4.2,0.141
AF-A0A5K4F520-F1-model_v4,4.2,0.141
AF-A0A5K4FDS8-F1-model_v4,4.2,0.141
AF-G4V709-F1-model_v4,4.2,0.141
AF-G4VC03-F1-model_v4,4.2,0.141
AF-G4VH66-F1-model_v4,4.2,0.141
AF-G4VHW0-F1-model_v4,4.2,0.141
AF-A0A3Q0KNH1-F1-model_v4,4.19,0.14
AF-A0A3Q0KNP5-F1-model_v4,4.19,0.14
AF-A0A5K4EX53-F1-model_v4,4.19,0.14
AF-A0A5K4F3R4-F1-model_v4,4.19,0.14
AF-A0A3Q0KHK4-F1-model_v4,4.18,0.14
AF-A0A3Q0KR47-F1-model_v4,4.18,0.14
AF-A0A3Q0KR89-F1-model_v4,4.18,0.139
AF-A0A3Q0KTP0-F1-model_v4,4.18,0.14
AF-A0A3Q0KD76-F1-model_v4,4.17,0.139
AF-A0A3Q0KGP9-F1-model_v4,4.17,0.139
AF-A0A3Q0KL69-F1-model_v4,4.17,0.139
AF-A0A3Q0KPB3-F1-model_v4,4.17,0.139
AF-A0A3Q0KT07-F1-model_v4,4.17,0.139
AF-A0A5K4F4X7-F1-model_v4,4.17,0.139
AF-A0A5K4F5B4-F1-model_v4,4.17,0.139
AF-A0A5K4FAX3-F1-model_v4,4.17,0.139
AF-A0A5K4FDT9-F1-model_v4,4.17,0.139
AF-A0A3Q0KN12-F1-model_v4,4.16,0.138
AF-A0A3Q0KNZ8-F1-model_v4,4.16,0.139
AF-A0A5K4EKN1-F1-model_v4,4.16,0.139
AF-A0A5K4F1J8-F1-model_v4,4.16,0.138
AF-A0A5K4F435-F1-model_v4,4.16,0.139
AF-A0A5K4F462-F1-model_v4,4.16,0.139
AF-A0A5K4F837-F1-model_v4,4.16,0.139
AF-A0A5K4EC22-F1-model_v4,4.15,0.138
AF-A0A5K4EDP2-F1-model_v4,4.15,0.138
AF-A0A5K4EZM3-F1-model_v4,4.15,0.138
AF-A0A5K4F0U0-F1-model_v4,4.15,0.138
AF-A0A5K4F194-F1-model_v4,4.15,0.138
AF-A0A5K4F916-F1-model_v4,4.15,0.138
AF-G4VDR4-F1-model_v4,4.15,0.138
AF-A0A3Q0KBK3-F1-model_v4,4.14,0.137
AF-A0A3Q0KPG2-F1-model_v4,4.14,0.137
AF-A0A3Q0KUA4-F1-model_v4,4.14,0.138
AF-A0A3Q7K6P6-F1-model_v4,4.14,0.137
AF-A0A5K4F8R0-F1-model_v4,4.14,0.137
AF-G4LYQ9-F1-model_v4,4.14,0.138
AF-G4VKY9-F1-model_v4,4.14,0.138
AF-A0A3Q0KJ57-F1-model_v4,4.13,0.137
AF-A0A5K4EFL6-F1-model_v4,4.13,0.137
AF-A0A5K4EUL3-F1-model_v4,4.13,0.137
AF-P09841-F1-model_v4,4.13,0.137
AF-A0A3Q0KFL9-F1-model_v4,4.12,0.136
AF-A0A3Q0KIF4-F1-model_v4,4.12,0.137
AF-A0A3Q0KNK8-F1-model_v4,4.12,0.136
AF-A0A3Q0KSC9-F1-model_v4,4.12,0.136
AF-A0A5K4F3F5-F1-model_v4,4.12,0.136
AF-G4VIC8-F1-model_v4,4.12,0.137
AF-A0A5K4EGZ1-F1-model_v4,4.11,0.136
AF-A0A5K4F3N4-F1-model_v4,4.11,0.136
AF-A0A5K4F4Z7-F1-model_v4,4.11,0.136
AF-A0A5K4F667-F1-model_v4,4.11,0.136
AF-A0A5K4FAF8-F1-model_v4,4.11,0.135
AF-A0A5K4FEX9-F1-model_v4,4.11,0.136
AF-G4VQ01-F1-model_v4,4.11,0.136
AF-A0A3Q0KMP8-F1-model_v4,4.1,0.135
AF-A0A3Q0KPZ3-F1-model_v4,4.1,0.135
AF-A0A3Q0KTH4-F1-model_v4,4.1,0.135
AF-A0A5K4EL98-F1-model_v4,4.1,0.135
AF-A0A5K4EV41-F1-model_v4,4.1,0.135
AF-A0A5K4EVQ3-F1-model_v4,4.1,0.135
AF-A0A5K4FEY6-F1-model_v4,4.1,0.135
AF-C4Q820-F1-model_v4,4.1,0.135
AF-G4VBA0-F1-model_v4,4.1,0.135
AF-G4VF91-F1-model_v4,4.1,0.135
AF-A0A3Q0KBX1-F1-model_v4,4.09,0.135
AF-A0A3Q0KEV8-F1-model_v4,4.09,0.135
AF-A0A3Q0KI10-F1-model_v4,4.09,0.135
AF-A0A5K4E8Y7-F1-model_v4,4.09,0.135
AF-A0A5K4EMG8-F1-model_v4,4.09,0.135
AF-A0A5K4ETX3-F1-model_v4,4.09,0.135
AF-A0A5K4F748-F1-model_v4,4.09,0.134
AF-G4VS44-F1-model_v4,4.09,0.135
AF-A0A3Q0KE85-F1-model_v4,4.08,0.134
AF-A0A3Q0KFQ4-F1-model_v4,4.08,0.134
AF-A0A3Q0KHA9-F1-model_v4,4.08,0.134
AF-A0A5K4EXC0-F1-model_v4,4.08,0.134
AF-G4VFW0-F1-model_v4,4.08,0.134
AF-Q8I898-F1-model_v4,4.08,0.134
AF-A0A3Q0KDC4-F1-model_v4,4.07,0.134
AF-A0A3Q0KLQ5-F1-model_v4,4.07,0.133
AF-A0A5K4E9I9-F1-model_v4,4.07,0.133
AF-A0A5K4EK07-F1-model_v4,4.07,0.134
AF-A0A5K4F889-F1-model_v4,4.07,0.134
AF-A0A5K4FAM7-F1-model_v4,4.07,0.134
AF-G4V9H5-F1-model_v4,4.07,0.134
AF-G4VIK1-F1-model_v4,4.07,0.134
AF-G4VME8-F1-model_v4,4.07,0.134
AF-A0A3Q0KJF5-F1-model_v4,4.06,0.133
AF-A0A3Q0KKY6-F1-model_v4,4.06,0.133
AF-A0A3Q0KMX1-F1-model_v4,4.06,0.133
AF-A0A3Q0KTI0-F1-model_v4,4.06,0.133
AF-A0A5K4F416-F1-model_v4,4.06,0.133
AF-A0A5K4FBV9-F1-model_v4,4.06,0.133
AF-A0A3Q0KGP2-F1-model_v4,4.05,0.132
AF-A0A3Q0KKN3-F1-model_v4,4.05,0.132
AF-A0A5K4ETT4-F1-model_v4,4.05,0.133
AF-A0A5K4FAU4-F1-model_v4,4.05,0.132
AF-A0A5K4FF14-F1-model_v4,4.05,0.133
AF-G4VHP5-F1-model_v4,4.05,0.132
AF-G4VK58-F1-model_v4,4.05,0.132
AF-G4VTM0-F1-model_v4,4.05,0.132
AF-A0A3Q0KE96-F1-model_v4,4.04,0.132
AF-A0A5K4F169-F1-model_v4,4.04,0.132
AF-A0A5K4F3J0-F1-model_v4,4.04,0.132
AF-A0A5K4F3L6-F1-model_v4,4.04,0.132
AF-A0A3Q0KIU7-F1-model_v4,4.03,0.131
AF-A0A3Q0KJP0-F1-model_v4,4.03,0.132
AF-A0A5K4FAC6-F1-model_v4,4.03,0.131
AF-A0A5K4FAE0-F1-model_v4,4.03,0.131
AF-A0A5K4FAQ2-F1-model_v4,4.03,0.131
AF-A0A5K4FDJ9-F1-model_v4,4.03,0.131
AF-A0A5K4FGP4-F1-model_v4,4.03,0.131
AF-G4V901-F1-model_v4,4.03,0.132
AF-A0A3Q0KD87-F1-model_v4,4.02,0.131
AF-A0A3Q0KDS9-F1-model_v4,4.02,0.131
AF-A0A3Q0KE84-F1-model_v4,4.02,0.131
AF-A0A3Q0KLK6-F1-model_v4,4.02,0.131
AF-A0A3Q0KRP3-F1-model_v4,4.02,0.131
AF-G4V8Y1-F1-model_v4,4.02,0.131
AF-G4VJP1-F1-model_v4,4.02,0.131
AF-G4VRI3-F1-model_v4,4.02,0.131
AF-A0A3Q0KP22-F1-model_v4,4.01,0.131
AF-A0A5K4EMY6-F1-model_v4,4.01,0.13
AF-A0A5K4F8A5-F1-model_v4,4.01,0.13
AF-C4Q9B6-F1-model_v4,4.01,0.13
AF-G4VBZ2-F1-model_v4,4.01,0.13
AF-A0A3Q0KQK8-F1-model_v4,4.0,0.13
AF-A0A5K4E906-F1-model_v4,4.0,0.13
AF-A0A5K4EVQ9-F1-model_v4,4.0,0.13
AF-A0A3Q0KCI4-F1-model_v4,3.99,0.129
AF-A0A3Q0KMY7-F1-model_v4,3.99,0.129
AF-A0A3Q0KSS7-F1-model_v4,3.99,0.129
AF-A0A3Q0KTR2-F1-model_v4,3.99,0.129
AF-A0A5K4F1N6-F1-model_v4,3.99,0.129
AF-G4M183-F1-model_v4,3.99,0.129
AF-A0A3Q0KBQ3-F1-model_v4,3.98,0.129
AF-A0A5K4EL24-F1-model_v4,3.98,0.128
AF-A0A5K4ESA6-F1-model_v4,3.98,0.128
AF-A0A5K4F4S2-F1-model_v4,3.98,0.128
AF-A0A5K4F735-F1-model_v4,3.98,0.128
AF-A0A5K4FEG2-F1-model_v4,3.98,0.128
AF-G4V927-F1-model_v4,3.98,0.129
AF-A0A3Q0KP58-F1-model_v4,3.97,0.128
AF-A0A3Q0KRS7-F1-model_v4,3.97,0.128
AF-A0A3Q0KUI9-F1-model_v4,3.97,0.128
AF-A0A5K4EK44-F1-model_v4,3.97,0.128
AF-A0A5K4EWV7-F1-model_v4,3.97,0.128
AF-A0A5K4F2U9-F1-model_v4,3.97,0.128
AF-A0A5K4F7Q4-F1-model_v4,3.97,0.128
AF-A0A5K4FAY2-F1-model_v4,3.97,0.128
AF-A0A3Q0KNQ2-F1-model_v4,3.96,0.128
AF-A0A3Q0KQQ5-F1-model_v4,3.96,0.127
AF-A0A5K4EN90-F1-model_v4,3.96,0.128
AF-A0A5K4F1A6-F1-model_v4,3.96,0.128
AF-A0A5K4F2D5-F1-model_v4,3.96,0.128
AF-A0A5K4F387-F1-model_v4,3.96,0.128
AF-G4VAK6-F1-model_v4,3.96,0.127
AF-A0A3Q0KHJ2-F1-model_v4,3.95,0.127
AF-A0A3Q0KLP5-F1-model_v4,3.95,0.127
AF-A0A3Q0KM60-F1-model_v4,3.95,0.127
AF-A0A3Q0KNH8-F1-model_v4,3.95,0.127
AF-A0A5K4EJH8-F1-model_v4,3.95,0.127
AF-A0A5K4F2F9-F1-model_v4,3.95,0.127
AF-A0A5K4F9B6-F1-model_v4,3.95,0.127
AF-A0A5K4FC31-F1-model_v4,3.95,0.127
AF-A0A5K4FCH1-F1-model_v4,3.95,0.127
AF-G4LV59-F1-model_v4,3.95,0.127
AF-A0A3Q0KRP8-F1-model_v4,3.94,0.126
AF-G4LZC1-F1-model_v4,3.94,0.126
AF-G4V8A2-F1-model_v4,3.94,0.126
AF-G4VS90-F1-model_v4,3.94,0.126
AF-A0A3Q0KBX7-F1-model_v4,3.93,0.126
AF-A0A3Q0KRC5-F1-model_v4,3.93,0.126
AF-A0A3Q0KS45-F1-model_v4,3.93,0.126
AF-A0A5K4ENG2-F1-model_v4,3.93,0.126
AF-A0A5K4F8K4-F1-model_v4,3.93,0.126
AF-A0A5K4FE91-F1-model_v4,3.93,0.126
AF-A0A3Q0KNE6-F1-model_v4,3.92,0.125
AF-A0A5K4EXW8-F1-model_v4,3.92,0.125
AF-A0A5K4F4E0-F1-model_v4,3.92,0.125
AF-A0A5K4F7W3-F1-model_v4,3.92,0.125
AF-A0A3Q0KQJ8-F1-model_v4,3.91,0.124
AF-A0A5K4EYQ8-F1-model_v4,3.91,0.125
AF-A0A5K4F3S8-F1-model_v4,3.91,0.125
AF-A0A5K4FB36-F1-model_v4,3.91,0.125
AF-G4V605-F1-model_v4,3.91,0.125
AF-G4VCL9-F1-model_v4,3.91,0.125
AF-A0A3Q0KH02-F1-model_v4,3.9,0.124
AF-A0A5K4EX94-F1-model_v4,3.9,0.124
AF-A0A5K4F1H0-F1-model_v4,3.9,0.124
AF-A0A5K4F2L1-F1-model_v4,3.9,0.124
AF-A0A5K4F2Q4-F1-model_v4,3.9,0.124
AF-A0A5K4F2Y0-F1-model_v4,3.9,0.124
AF-A0A5K4FEB5-F1-model_v4,3.9,0.124
AF-A0A5K4FFS5-F1-model_v4,3.9,0.124
AF-G4V771-F1-model_v4,3.9,0.124
AF-A0A5K4ED68-F1-model_v4,3.89,0.124
AF-A0A5K4EZM2-F1-model_v4,3.89,0.124
AF-A0A5K4F1V0-F1-model_v4,3.89,0.124
AF-A0A5K4FB42-F1-model_v4,3.89,0.123
AF-A0A5K4FBV8-F1-model_v4,3.89,0.124
AF-A0A3Q0KDW8-F1-model_v4,3.88,0.123
